"!צַנְחָן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A6%D6%B7%D7%A0%D6%B0%D7%97%D6%B8%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/10399019-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/spadochroniarz-n>		"spadochroniarz"@pl	
"יַנְשׁוּף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%99%D6%B7%D7%A0%D6%B0%D7%A9%D7%81%D7%95%D6%BC%D7%A3-n>		<http://wordnet-rdf.princeton.edu/wn30/01621127-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/sowa-n>		"sowa"@pl	
"מֶכֶס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B6%D7%9B%D6%B6%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/13317002-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/kontyngent-n>		"kontyngent"@pl	
"מִקְלַחַת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B4%D7%A7%D6%B0%D7%9C%D6%B7%D7%97%D6%B7%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/04208936-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/prysznic-n>		"prysznic"@pl	
"מִקְלַחַת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B4%D7%A7%D6%B0%D7%9C%D6%B7%D7%97%D6%B7%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/02807731-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/%C5%82azienka-n>		"łazienka"@pl	
"מִקְלַחַת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B4%D7%A7%D6%B0%D7%9C%D6%B7%D7%97%D6%B7%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/02807731-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/umywalnia-n>		"umywalnia"@pl	
"סִינוֹפְּסִיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B4%D7%99%D7%A0%D7%95%D6%B9%D7%A4%D6%BC%D6%B0%D7%A1%D6%B4%D7%99%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/06468951-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/abstrakt-n>		"abstrakt"@pl	
"כִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%B4%D7%99-n>		<http://wordnet-rdf.princeton.edu/wn30/06836381-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/chi-n>		"chi"@pl	
"עֲלֵי-תֶּרֶד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B2%D7%9C%D6%B5%D7%99-%D7%AA%D6%BC%D6%B6%D7%A8%D6%B6%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/07736692-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/szpinak-n>		"szpinak"@pl	
"עֲטַלֵּף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B2%D7%98%D6%B7%D7%9C%D6%BC%D6%B5%D7%A3-n>		<http://wordnet-rdf.princeton.edu/wn30/02139199-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/nietoperz-n>		"nietoperz"@pl	
"עֲטַלֵּף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B2%D7%98%D6%B7%D7%9C%D6%BC%D6%B5%D7%A3-n>		<http://wordnet-rdf.princeton.edu/wn30/02139199-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/niedoperz-n>		"niedoperz"@pl	
"!הֲרִיסָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B2%D7%A8%D6%B4%D7%99%D7%A1%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/01249483-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/wyburzenie-n>		"wyburzenie"@pl	
"מְשִׂימָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B0%D7%A9%D7%82%D6%B4%D7%99%D7%9E%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/00795720-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/przedsi%C4%99wzi%C4%99cie-n>		"przedsięwzięcie"@pl	
"חָמוֹת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B8%D7%9E%D7%95%D6%B9%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/10333317-n>		<http://compling.hss.ntu.edu.sg/omw/wns/pol/te%C5%9Bciowa-n>		"teściowa"@pl	
