"abacus"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abacus>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#23345>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%85%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B8>		"অ্যাবাকাস"@bn	
"abandoned"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abandoned>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#4439>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%95%E0%A7%8D%E0%A6%A4>		"পরিত্যাক্ত"@bn	
"abdomen"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abdomen>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#13596>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%89%E0%A6%A6%E0%A6%B0>		"উদর"@bn	
"abduction"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abduction>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#15169>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%85%E0%A6%AA%E0%A6%B9%E0%A6%B0%E0%A6%A3>		"অপহরণ"@bn	
"abduction"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abduction>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#15170>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%85%E0%A6%AA%E0%A6%B9%E0%A6%B0%E0%A6%A3%E0%A7%87%E0%A6%B0>		"অপহরণের"@bn	
"abe"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abe>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#12740>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%86%E0%A6%AC%E0%A7%87>		"আবে"@bn	
"ability"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/ability>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#2836>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B8%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%AE%E0%A6%A4%E0%A6%BE>		"সক্ষমতা"@bn	
"abnormal"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abnormal>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#13857>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%85%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%AD%E0%A6%BE%E0%A6%AC%E0%A6%BF%E0%A6%95>		"অস্বাভাবিক"@bn	
"abolition"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abolition>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#11920>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AC%E0%A6%BF%E0%A6%B2%E0%A7%81%E0%A6%AA%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%B0>		"বিলুপ্তির"@bn	
"abortion"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abortion>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#9023>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/abortion>		"abortion"@bn	
"abortion"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abortion>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#9024>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%97%E0%A6%B0%E0%A7%8D%E0%A6%AD%E0%A6%AA%E0%A6%BE%E0%A6%A4>		"গর্ভপাত"@bn	
"about"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/about>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#110>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A6%BF>		"পরিচিতি"@bn	
"about"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/about>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#111>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B8%E0%A6%AE%E0%A7%8D%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A7%87>		"সম্বন্ধে"@bn	
"about"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/about>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#112>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B8%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%B0%E0%A7%8D%E0%A6%95%E0%A7%87>		"সম্পর্কে"@bn	
"above"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/above>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#381>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%89%E0%A6%AA%E0%A6%B0%E0%A7%87>		"উপরে"@bn	
"abridged"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abridged>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#18118>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/abridged>		"abridged"@bn	
"abroad"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abroad>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#6305>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AC%E0%A6%BF%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%87>		"বিদেশে"@bn	
"abroad"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abroad>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#6306>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AC%E0%A6%BF%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A7%87%E0%A6%B0>		"বিদেশের"@bn	
"abscesses"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abscesses>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#26634>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AB%E0%A7%8B%E0%A6%81%E0%A6%A1%E0%A6%BC%E0%A6%BE%E0%A6%B0>		"ফোঁড়ার"@bn	
"absence"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absence>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#5960>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%85%E0%A6%A8%E0%A7%81%E0%A6%AA%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BF%E0%A6%A4%E0%A6%BF>		"অনুপস্থিতি"@bn	
"absolute"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absolute>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#7134>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4>		"সুনিশ্চিত"@bn	
"absolute"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absolute>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#7135>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%A6%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%9F>		"সুনির্দিষ্ট"@bn	
"absolute"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absolute>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#7136>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AA%E0%A6%B0%E0%A6%AE>		"পরম"@bn	
"absolutely"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absolutely>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#6033>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%8F%E0%A6%95%E0%A6%A6%E0%A6%AE>		"একদম"@bn	
"absolutely"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absolutely>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#6034>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%8F%E0%A6%95%E0%A7%87%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%87>		"একেবারেই"@bn	
"absolutely"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absolutely>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#6035>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%8F%E0%A6%95%E0%A7%87%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%87>		"একেবারে"@bn	
"absorbed"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absorbed>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#9035>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B6%E0%A7%8B%E0%A6%B7%E0%A6%BF%E0%A6%A4>		"শোষিত"@bn	
"absorbing"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absorbing>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#15795>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B6%E0%A7%8B%E0%A6%B7%E0%A6%95>		"শোষক"@bn	
"absorption"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/absorption>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#12249>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B6%E0%A7%8B%E0%A6%B7%E0%A6%A3>		"শোষণ"@bn	
"abstract"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abstract>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#7695>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AC%E0%A6%BF%E0%A6%AE%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A4>		"বিমূর্ত"@bn	
"abundant"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abundant>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#10858>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9A%E0%A7%81%E0%A6%B0>		"প্রচুর"@bn	
"abuse"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abuse>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#4736>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A4%E0%A6%A8>		"নির্যাতন"@bn	
"abuse"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abuse>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#4737>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%85%E0%A6%AA%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%B9%E0%A6%BE%E0%A6%B0>		"অপব্যবহার"@bn	
"abused"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abused>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#12058>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A4%E0%A6%BF%E0%A6%A4>		"নির্যাতিত"@bn	
"abuses"@en	<https://dl.fbaipublicfiles.com/arrival/dictionaries/en/abuses>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/en-bn.txt#13130>		<https://dl.fbaipublicfiles.com/arrival/dictionaries/bn/%E0%A6%B2%E0%A6%99%E0%A7%8D%E0%A6%98%E0%A6%A8%E0%A7%87%E0%A6%B0>		"লঙ্ঘনের"@bn	
